full_name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,starts,threat,ewma_total_points,value,yellow_cards,ewma_team_goals,ewma_team_points,ewma_team_goals_nw_opponent,ewma_team_points_nw_opponent,intercept,predicted_points
alex_cairns,GK,Leeds,-0.03954260548781904,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,0.0016841551370131845,0.0,0.0,-0.0,1.631162507608034,0.2323101834275576
alex_palmer,GK,Ipswich Town,-0.042230794540467353,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,0.0007865397015731554,0.0,-0.0,-0.0,1.631162507608034,0.22872437893946906
alfie_mcnally,GK,Fulham,-0.042230794540467353,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,-0.0012093346195817336,-0.0,-0.0,-0.0,1.631162507608034,0.22672850461831406
alisson_becker,GK,Liverpool,0.06740251565670637,0.0,0.0,0.0,0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,-0.0,-0.0,0.0,0.0,0.0,0.7213971627657603,-0.0,0.0,0.0,-0.0,0.0,0.44288579755512353,0.0,0.2602446314006165,0.2881769366498398,-0.0,-0.000955890261339843,0.0,0.0,-0.0,1.631162507608034,3.3992780376278775
altay_bayindir,GK,Man Utd,-0.044022920575566234,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,0.0012595445923386623,0.0,-0.0007446866294716006,-0.0,-0.0,-0.0,1.631162507608034,0.368859722602076
anthony_patterson,GK,Sunderland,-0.044022920575566234,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,-0.0014838993410104485,-0.0,-0.0,0.0,1.631162507608034,0.22466181386178663
antonin_kinsky,GK,Spurs,0.050780546681164315,0.0,-0.0,0.0,0.0,0.0,-0.011622713944941014,-0.0,0.0005870901980778237,-0.0,-0.0,0.0,0.0,0.0,0.7213971627657603,-0.0,0.0,0.0,-0.0,0.0,0.44288579755512353,0.0,0.18923762681808173,0.0012595445923386623,0.0,-0.0020119084206810544,-0.0,-0.0,-0.0,1.631162507608034,3.0236756538529583
armin_pecsi,GK,Liverpool,-0.044022920575566234,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,-0.000955890261339843,0.0,0.0,-0.0,1.631162507608034,0.22518982294145728
bart_verbruggen,GK,Brighton,0.05817306657594717,0.0,-0.0,0.0,0.0,0.0,0.6815963181094213,0.0,0.0005870901980778237,-0.0,-0.0,0.0,0.0,0.0,0.7213971627657603,-0.0,0.0,0.0,-0.0,0.0,0.44288579755512353,0.0,0.19103073299440834,0.0012595445923386623,0.0,0.002983057473002874,0.0,0.0,0.0,1.631162507608034,3.731075277872114
ben_wilson,GK,Coventry City,-0.04061788110887837,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,0.0012595445923386623,0.0,-0.0020119084206810544,-0.0,-0.0,0.0,1.631162507608034,0.37099754027755427
benjamin_lecomte,GK,Fulham,-0.042230794540467353,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,-0.0012093346195817336,-0.0,-0.0,-0.0,1.631162507608034,0.22672850461831406
bernd_leno,GK,Fulham,0.04338802678638144,0.0,0.0,0.0,0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,-0.0,0.0,0.0,0.0,0.0,0.7213971627657603,-0.0,0.0,0.0,-0.0,0.0,0.44288579755512353,0.0,0.19784453646444955,0.0012595445923386623,0.0,-0.0012093346195817336,-0.0,-0.0,-0.0,1.631162507608034,3.0256926174056424
brandon_austin,GK,Spurs,-0.042230794540467353,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,-0.0020119084206810544,-0.0,-0.0,-0.0,1.631162507608034,0.2259259308172148
caoimhin_kelleher,GK,Brentford,0.05640334211628704,0.0,-0.0,0.0,-0.0,-0.0,-0.0023797935175495165,-0.0,0.0005870901980778237,-0.0,0.0,0.0,0.0,0.0,0.7213971627657603,-0.0,0.0,0.0,-0.0,0.0,0.44288579755512353,0.0,0.05726501224044136,0.1447182406210892,0.0,0.000269090803495962,-0.0,0.0,-0.0,1.631162507608034,3.05230845039076
carl_rushworth,GK,Coventry City,-0.004999376161288203,0.0,-0.0,-0.0,-0.0,-0.0,0.08427258548924578,0.0,0.0005870901980778237,-0.0,0.0,0.0,0.0,0.0,0.7213971627657603,-0.0,0.0,0.0,-0.0,0.0,0.44288579755512353,0.0,-0.04063858498699294,0.0012595445923386623,0.0,-0.0020119084206810544,-0.0,-0.0,0.0,1.631162507608034,2.8339148186396175
christian_walton,GK,Ipswich Town,-0.04061788110887837,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.015955498931111443,0.0,0.0007865397015731554,0.0,-0.0,-0.0,1.631162507608034,0.3565809448763584
dan_bentley,GK,Coventry City,-0.03954260548781904,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,-0.0020119084206810544,-0.0,-0.0,0.0,1.631162507608034,0.22861411986986324
david_button,GK,Ipswich Town,-0.042230794540467353,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,0.0,-0.0,0.0,-0.0,-0.0,-0.7025723461508813,-0.0,0.0,0.0,-0.0,-0.0,-0.4315550138641115,0.0,-0.07363173863140303,-0.14219915143641187,0.0,0.0007865397015731554,0.0,-0.0,-0.0,1.631162507608034,0.22872437893946906
david_raya_martin,GK,Arsenal,0.1338455884079972,0.0,0.0,0.0,0.0,-0.0,0.023038237657777107,0.0,0.0005870901980778237,-0.0,-0.0,0.0,0.0,0.0,0.7213971627657603,-0.0,0.0,-0.0,-0.0,0.0,0.44288579755512353,0.0,0.378231017802909,0.4316356326785903,0.0,0.0005858962512983251,0.0,0.0,0.0,1.631162507608034,3.7633689309255676
dean_henderson,GK,Crystal Palace,-0.004820163557778322,0.0,-0.0,-0.0,-0.0,-0.0,-0.011622713944941014,-0.0,0.0005870901980778237,-0.0,0.0,0.0,0.0,0.0,-0.13298454258422462,-0.0,0.0,0.0,-0.0,0.0,-0.08177868929641752,0.0,-0.04207306992805425,0.1447182406210892,0.0,0.0006492573408587979,-0.0,0.0,0.0,1.631162507608034,1.5038379164566442
